sequence,mode,stage,candidate_key,elapsed_s
1246,saturation,high,"[40,39,33,50.0,0.0,0.0]",347.86049600000115
1247,saturation,high,"[52,30,9,50.0,0.0,0.0]",347.86369929999637
1248,saturation,high,"[40,39,34,50.0,0.0,0.0]",347.8663710999972
1249,saturation,high,"[52,30,7,50.0,0.0,0.0]",347.8717200999963
1250,saturation,high,"[60,26,19,50.0,0.0,0.0]",347.8744752000057
1251,saturation,high,"[52,30,5,50.0,0.0,0.0]",347.87719940000534
1252,saturation,high,"[60,26,17,50.0,0.0,0.0]",347.88062190000346
1253,saturation,high,"[60,26,13,50.0,0.0,0.0]",347.8824145000035
1254,saturation,high,"[60,26,16,50.0,0.0,0.0]",347.8844246000008
1255,saturation,high,"[60,26,15,50.0,0.0,0.0]",347.88607149999734
1256,saturation,high,"[60,26,14,50.0,0.0,0.0]",347.8881417999946
1257,saturation,high,"[60,26,10,50.0,0.0,0.0]",347.8907431999978
1258,saturation,high,"[60,26,9,50.0,0.0,0.0]",347.892826700001
1259,saturation,high,"[60,26,7,50.0,0.0,0.0]",347.89559729999746
1260,saturation,high,"[60,26,11,50.0,0.0,0.0]",347.89794789999723
1261,saturation,high,"[60,26,12,50.0,0.0,0.0]",347.9016737999991
1262,saturation,low,"[32,50,0,50.0,0.0,0.0]",175.45353250000335
1263,saturation,low,"[32,50,1,50.0,0.0,0.0]",175.4555820999958
1264,saturation,low,"[32,50,2,50.0,0.0,0.0]",175.45853189999616
1265,saturation,low,"[32,50,3,50.0,0.0,0.0]",175.4617295000062
1266,saturation,low,"[32,50,4,50.0,0.0,0.0]",175.4647432999991
1267,saturation,low,"[32,50,5,50.0,0.0,0.0]",175.46802050000406
1268,saturation,low,"[32,50,6,50.0,0.0,0.0]",175.47102109999832
1269,saturation,low,"[32,50,7,50.0,0.0,0.0]",175.47402330000477
1270,saturation,low,"[32,50,8,50.0,0.0,0.0]",175.47825770000054
1271,saturation,low,"[32,50,9,50.0,0.0,0.0]",175.48145120000117
1272,saturation,low,"[32,50,10,50.0,0.0,0.0]",175.48457610000332
1273,saturation,low,"[32,50,11,50.0,0.0,0.0]",175.48734859999968
1274,saturation,low,"[32,50,12,50.0,0.0,0.0]",175.48937250000017
1275,saturation,low,"[32,50,13,50.0,0.0,0.0]",175.4909157000002
1276,saturation,low,"[32,50,14,50.0,0.0,0.0]",175.4927777999983
1277,saturation,low,"[32,50,15,50.0,0.0,0.0]",175.49503730000288
1278,saturation,low,"[32,50,16,50.0,0.0,0.0]",175.4965663999974
1279,saturation,low,"[32,50,17,50.0,0.0,0.0]",175.49874060000002
1280,saturation,low,"[32,50,18,50.0,0.0,0.0]",175.50032259999716
1281,saturation,low,"[32,50,19,50.0,0.0,0.0]",175.50183999999717
1282,saturation,low,"[32,50,20,50.0,0.0,0.0]",175.50588530000095
1283,saturation,low,"[32,50,21,50.0,0.0,0.0]",175.50866400000086
1284,saturation,low,"[32,50,22,50.0,0.0,0.0]",175.51158299999952
1285,saturation,low,"[32,50,23,50.0,0.0,0.0]",175.51341530000354
1286,saturation,low,"[32,50,24,50.0,0.0,0.0]",175.51514260000113
1287,saturation,low,"[32,50,25,50.0,0.0,0.0]",175.51700430000346
1288,saturation,low,"[32,50,26,50.0,0.0,0.0]",175.5201242999974
1289,saturation,low,"[32,50,27,50.0,0.0,0.0]",175.5225810999982
1290,saturation,low,"[32,50,28,50.0,0.0,0.0]",175.5249455000012
1291,saturation,low,"[32,50,29,50.0,0.0,0.0]",175.52781269999832
1292,saturation,low,"[32,50,30,50.0,0.0,0.0]",175.53065150000475
1293,saturation,low,"[32,50,31,50.0,0.0,0.0]",175.53478700000414
1294,saturation,low,"[40,40,0,50.0,0.0,0.0]",175.53778630000306
1295,saturation,low,"[40,40,1,50.0,0.0,0.0]",175.5407950000008
1296,saturation,low,"[40,40,2,50.0,0.0,0.0]",175.54382230000192
1297,saturation,low,"[40,40,3,50.0,0.0,0.0]",175.5454045000006
1298,saturation,low,"[40,40,4,50.0,0.0,0.0]",175.54707219999545
1299,saturation,low,"[40,40,5,50.0,0.0,0.0]",175.54882169999473
1300,saturation,low,"[40,40,6,50.0,0.0,0.0]",175.55090879999625
1301,saturation,low,"[40,40,7,50.0,0.0,0.0]",175.5531981000022
1302,saturation,low,"[40,40,8,50.0,0.0,0.0]",175.5556629000057
1303,saturation,low,"[40,40,9,50.0,0.0,0.0]",175.55837260000408
1304,saturation,low,"[40,40,10,50.0,0.0,0.0]",175.56133979999868
1305,saturation,low,"[40,40,11,50.0,0.0,0.0]",175.56542179999815
1306,saturation,low,"[40,40,12,50.0,0.0,0.0]",175.5677893999964
1307,saturation,low,"[40,40,13,50.0,0.0,0.0]",175.57048469999427
1308,saturation,low,"[40,40,14,50.0,0.0,0.0]",175.57243890000245
1309,saturation,low,"[40,40,15,50.0,0.0,0.0]",175.5741466000036
1310,saturation,low,"[40,40,16,50.0,0.0,0.0]",175.57578650000505
1311,saturation,low,"[40,40,17,50.0,0.0,0.0]",175.58131510000385
1312,saturation,low,"[40,40,18,50.0,0.0,0.0]",175.5836089000004
1313,saturation,low,"[40,40,19,50.0,0.0,0.0]",175.58593409999594
1314,saturation,low,"[40,40,20,50.0,0.0,0.0]",175.5895481999978
1315,saturation,low,"[40,40,21,50.0,0.0,0.0]",175.59262199999648
1316,saturation,low,"[40,40,22,50.0,0.0,0.0]",175.59752399999707
1317,saturation,low,"[40,40,23,50.0,0.0,0.0]",175.60034989999986
1318,saturation,low,"[40,40,24,50.0,0.0,0.0]",175.60392390000197
1319,saturation,low,"[40,40,25,50.0,0.0,0.0]",175.60625190000428
1320,saturation,low,"[40,40,26,50.0,0.0,0.0]",175.6076568999997
1321,saturation,low,"[40,40,27,50.0,0.0,0.0]",175.60911779999878
1322,saturation,low,"[40,40,28,50.0,0.0,0.0]",175.61127850000048
1323,saturation,low,"[40,40,29,50.0,0.0,0.0]",175.6145333999957
1324,saturation,low,"[40,40,30,50.0,0.0,0.0]",175.61706830000185
1325,saturation,low,"[40,40,31,50.0,0.0,0.0]",175.62113609999506
1326,saturation,low,"[40,40,32,50.0,0.0,0.0]",175.6231345999986
1327,saturation,low,"[40,40,33,50.0,0.0,0.0]",175.62775720000354
1328,saturation,low,"[40,40,34,50.0,0.0,0.0]",175.63070439999865
1329,saturation,low,"[40,40,35,50.0,0.0,0.0]",175.6338870000036
1330,saturation,low,"[40,40,36,50.0,0.0,0.0]",175.6368444999971
1331,saturation,low,"[40,40,37,50.0,0.0,0.0]",175.6382020000019
1332,saturation,low,"[40,40,38,50.0,0.0,0.0]",175.639826300001
1333,saturation,low,"[40,40,39,50.0,0.0,0.0]",175.64178399999946
1334,saturation,low,"[50,32,0,50.0,0.0,0.0]",175.64419639999687
1335,saturation,low,"[50,32,1,50.0,0.0,0.0]",175.64662529999623
1336,saturation,low,"[50,32,2,50.0,0.0,0.0]",175.6481658000048
1337,saturation,low,"[50,32,3,50.0,0.0,0.0]",175.6504974000054
1338,saturation,low,"[50,32,4,50.0,0.0,0.0]",175.65345700000034
1339,saturation,low,"[50,32,5,50.0,0.0,0.0]",175.6587675999981
1340,saturation,low,"[50,32,6,50.0,0.0,0.0]",175.66241370000353
1341,saturation,low,"[50,32,7,50.0,0.0,0.0]",175.6656557000024
1342,saturation,low,"[50,32,8,50.0,0.0,0.0]",175.6672491999998
1343,saturation,low,"[50,32,9,50.0,0.0,0.0]",175.66903610000008
1344,saturation,low,"[50,32,10,50.0,0.0,0.0]",175.67118879999907
1345,saturation,low,"[50,32,11,50.0,0.0,0.0]",175.67307760000404
1346,saturation,low,"[50,32,12,50.0,0.0,0.0]",175.67549030000373
1347,saturation,low,"[50,32,13,50.0,0.0,0.0]",175.6775901000001
1348,saturation,low,"[50,32,14,50.0,0.0,0.0]",175.68030710000312
1349,saturation,low,"[50,32,15,50.0,0.0,0.0]",175.68314239999745
1350,saturation,low,"[50,32,16,50.0,0.0,0.0]",175.68718799999624
1351,saturation,low,"[50,32,17,50.0,0.0,0.0]",175.68996279999556
1352,saturation,low,"[50,32,18,50.0,0.0,0.0]",175.69272009999986
1353,saturation,low,"[50,32,19,50.0,0.0,0.0]",175.69570750000275
1354,saturation,low,"[50,32,20,50.0,0.0,0.0]",175.69709010000224
1355,saturation,low,"[50,32,21,50.0,0.0,0.0]",175.6987861000016
1356,saturation,low,"[50,32,22,50.0,0.0,0.0]",175.7008077999999
1357,saturation,low,"[50,32,23,50.0,0.0,0.0]",175.70249379999586
1358,saturation,low,"[50,32,24,50.0,0.0,0.0]",175.70388249999814
1359,saturation,low,"[50,32,25,50.0,0.0,0.0]",175.7060327999934
1360,saturation,low,"[50,32,26,50.0,0.0,0.0]",175.7088231000016
1361,saturation,low,"[50,32,27,50.0,0.0,0.0]",175.71132070000021
1362,saturation,low,"[50,32,28,50.0,0.0,0.0]",175.71602600000188
1363,saturation,low,"[50,32,29,50.0,0.0,0.0]",175.7191884999993
1364,saturation,low,"[50,32,30,50.0,0.0,0.0]",175.72297889999754
1365,saturation,low,"[50,32,31,50.0,0.0,0.0]",175.72620150000148
1366,saturation,low,"[50,32,32,50.0,0.0,0.0]",175.7284765000004
1367,saturation,low,"[50,32,33,50.0,0.0,0.0]",175.73040649999894
1368,saturation,low,"[50,32,34,50.0,0.0,0.0]",175.732674699997
1369,saturation,low,"[50,32,35,50.0,0.0,0.0]",175.73452389999875
1370,saturation,low,"[50,32,36,50.0,0.0,0.0]",175.7366081
1371,saturation,low,"[50,32,37,50.0,0.0,0.0]",175.7390505000003
1372,saturation,low,"[50,32,38,50.0,0.0,0.0]",175.74202109999896
1373,saturation,low,"[50,32,39,50.0,0.0,0.0]",175.74915630000032
1374,saturation,low,"[50,32,40,50.0,0.0,0.0]",175.75151870000263
1375,saturation,low,"[50,32,41,50.0,0.0,0.0]",175.75386959999742
1376,saturation,low,"[50,32,42,50.0,0.0,0.0]",175.75666709999496
1377,saturation,low,"[50,32,43,50.0,0.0,0.0]",175.75773219999974
1378,saturation,low,"[50,32,44,50.0,0.0,0.0]",175.75912169999356
1379,saturation,low,"[50,32,45,50.0,0.0,0.0]",175.76059800000075
1380,saturation,low,"[50,32,46,50.0,0.0,0.0]",175.7621536000006
1381,saturation,low,"[50,32,47,50.0,0.0,0.0]",175.76391610000428
1382,saturation,low,"[50,32,48,50.0,0.0,0.0]",175.76727989999927
1383,saturation,low,"[50,32,49,50.0,0.0,0.0]",175.7694881999996
1384,saturation,medium,"[32,50,16,50.0,0.0,0.0]",497.61374129999604
1385,saturation,medium,"[40,40,34,50.0,0.0,0.0]",497.6159853999998
1386,saturation,medium,"[32,50,25,50.0,0.0,0.0]",497.6191003999993
1387,saturation,medium,"[32,50,17,50.0,0.0,0.0]",497.62206629999855
1388,saturation,medium,"[32,50,15,50.0,0.0,0.0]",497.62504949999857
1389,saturation,medium,"[32,50,26,50.0,0.0,0.0]",497.62870859999384
1390,saturation,medium,"[32,50,23,50.0,0.0,0.0]",497.6322633000018
1391,saturation,medium,"[32,50,21,50.0,0.0,0.0]",497.6367048999964
1392,saturation,medium,"[32,50,20,50.0,0.0,0.0]",497.63955229999556
1393,saturation,medium,"[32,50,18,50.0,0.0,0.0]",497.64229079999495
1394,saturation,medium,"[32,50,19,50.0,0.0,0.0]",497.64791179999884
1395,saturation,medium,"[40,40,37,50.0,0.0,0.0]",497.65060000000085
1396,saturation,medium,"[32,50,27,50.0,0.0,0.0]",497.6538173999943
1397,saturation,medium,"[32,50,24,50.0,0.0,0.0]",497.6559902000008
1398,saturation,medium,"[40,40,38,50.0,0.0,0.0]",497.659021499996
1399,saturation,medium,"[40,40,0,50.0,0.0,0.0]",497.66063120000035
1400,saturation,medium,"[32,50,28,50.0,0.0,0.0]",497.6648690000002
1401,saturation,medium,"[32,50,22,50.0,0.0,0.0]",497.6675929000048
1402,saturation,medium,"[40,40,23,50.0,0.0,0.0]",497.671113299999
1403,saturation,medium,"[40,40,39,50.0,0.0,0.0]",497.67681730000186
1404,saturation,medium,"[40,40,5,50.0,0.0,0.0]",497.6795388000028
1405,saturation,medium,"[40,40,36,50.0,0.0,0.0]",497.68218949999573
1406,saturation,medium,"[40,40,2,50.0,0.0,0.0]",497.6850196999949
1407,saturation,medium,"[40,40,4,50.0,0.0,0.0]",497.68675229999644
1408,saturation,medium,"[40,40,27,50.0,0.0,0.0]",497.6895028999934
1409,saturation,medium,"[32,50,8,50.0,0.0,0.0]",497.6926248000018
1410,saturation,medium,"[32,50,13,50.0,0.0,0.0]",497.695802000002
1411,saturation,medium,"[32,50,7,50.0,0.0,0.0]",497.6986825999993
1412,saturation,medium,"[32,50,12,50.0,0.0,0.0]",497.7017061000006
1413,saturation,medium,"[32,50,10,50.0,0.0,0.0]",497.70437330000277
1414,saturation,medium,"[32,50,11,50.0,0.0,0.0]",497.7080410999988
1415,saturation,medium,"[32,50,6,50.0,0.0,0.0]",497.71052419999614
1416,saturation,medium,"[32,50,9,50.0,0.0,0.0]",497.71305500000017
1417,saturation,medium,"[40,40,22,50.0,0.0,0.0]",497.7170882999999
1418,saturation,medium,"[40,40,24,50.0,0.0,0.0]",497.71840489999886
1419,saturation,medium,"[32,50,5,50.0,0.0,0.0]",497.7206776000021
1420,saturation,medium,"[40,40,1,50.0,0.0,0.0]",497.7219880000048
1421,saturation,medium,"[32,50,14,50.0,0.0,0.0]",497.72408749999886
1422,saturation,medium,"[40,40,26,50.0,0.0,0.0]",497.7273848000041
1423,saturation,medium,"[40,40,25,50.0,0.0,0.0]",497.72927280000295
1424,saturation,medium,"[40,40,28,50.0,0.0,0.0]",497.73158279999916
1425,saturation,medium,"[40,40,35,50.0,0.0,0.0]",497.7349369000003
1426,saturation,medium,"[32,50,29,50.0,0.0,0.0]",497.73925329999474
1427,saturation,medium,"[40,40,3,50.0,0.0,0.0]",497.74157070000365
1428,saturation,medium,"[40,40,8,50.0,0.0,0.0]",497.744036300006
1429,saturation,medium,"[40,40,9,50.0,0.0,0.0]",497.74753140000394
1430,saturation,medium,"[32,50,30,50.0,0.0,0.0]",497.7490589000008
1431,saturation,medium,"[40,40,6,50.0,0.0,0.0]",497.7504356999998
1432,saturation,medium,"[40,40,21,50.0,0.0,0.0]",497.7523613000012
1433,saturation,medium,"[32,50,4,50.0,0.0,0.0]",497.7543358999974
1434,saturation,medium,"[40,40,7,50.0,0.0,0.0]",497.75621639999736
1435,saturation,medium,"[40,40,10,50.0,0.0,0.0]",497.7584598999965
1436,saturation,medium,"[32,50,31,50.0,0.0,0.0]",497.76063919999433
1437,saturation,medium,"[32,50,3,50.0,0.0,0.0]",497.76317699999345
1438,saturation,medium,"[40,40,31,50.0,0.0,0.0]",497.7669812000022
1439,saturation,medium,"[40,40,29,50.0,0.0,0.0]",497.7693122000055
1440,saturation,medium,"[32,50,0,50.0,0.0,0.0]",497.7726046000025
1441,saturation,medium,"[32,50,2,50.0,0.0,0.0]",497.7748816000021
1442,saturation,medium,"[40,40,30,50.0,0.0,0.0]",497.7763555999991
1443,saturation,medium,"[32,50,1,50.0,0.0,0.0]",497.7794477999996
1444,saturation,medium,"[40,40,20,50.0,0.0,0.0]",497.7812169999961
1445,saturation,medium,"[40,40,32,50.0,0.0,0.0]",497.78296299999784
1446,saturation,medium,"[40,40,11,50.0,0.0,0.0]",497.78489839999384
1447,saturation,medium,"[50,32,16,50.0,0.0,0.0]",497.7875825999945
1448,saturation,medium,"[50,32,13,50.0,0.0,0.0]",497.7903271999967
1449,saturation,medium,"[50,32,19,50.0,0.0,0.0]",497.79416550000315
1450,saturation,medium,"[40,40,12,50.0,0.0,0.0]",497.7969998000044
1451,saturation,medium,"[50,32,14,50.0,0.0,0.0]",497.799583
1452,saturation,medium,"[50,32,12,50.0,0.0,0.0]",497.80296760000056
1453,saturation,medium,"[40,40,33,50.0,0.0,0.0]",497.8046639000022
1454,saturation,medium,"[50,32,4,50.0,0.0,0.0]",497.8063603999981
1455,saturation,medium,"[50,32,11,50.0,0.0,0.0]",497.80869900000107
1456,saturation,medium,"[50,32,43,50.0,0.0,0.0]",497.8113564999949
1457,saturation,medium,"[50,32,9,50.0,0.0,0.0]",497.81353829999716
1458,saturation,medium,"[50,32,5,50.0,0.0,0.0]",497.81635679999454
1459,saturation,medium,"[50,32,10,50.0,0.0,0.0]",497.82047500000044
1460,saturation,medium,"[50,32,42,50.0,0.0,0.0]",497.8231029000017
1461,saturation,medium,"[50,32,1,50.0,0.0,0.0]",497.8274253000054
1462,saturation,medium,"[50,32,48,50.0,0.0,0.0]",497.82972339999833
1463,saturation,medium,"[50,32,49,50.0,0.0,0.0]",497.83173360000364
1464,saturation,medium,"[50,32,45,50.0,0.0,0.0]",497.83459199999925
1465,saturation,medium,"[50,32,44,50.0,0.0,0.0]",497.83579449999525
1466,saturation,medium,"[50,32,8,50.0,0.0,0.0]",497.8387971999982
1467,saturation,medium,"[50,32,3,50.0,0.0,0.0]",497.84082159999525
1468,saturation,medium,"[50,32,0,50.0,0.0,0.0]",497.84291479999956
1469,saturation,medium,"[50,32,7,50.0,0.0,0.0]",497.84525289999874
1470,saturation,medium,"[50,32,46,50.0,0.0,0.0]",497.84784509999736
1471,saturation,medium,"[50,32,47,50.0,0.0,0.0]",497.85057249999954
1472,saturation,medium,"[50,32,6,50.0,0.0,0.0]",497.85374839999713
1473,saturation,medium,"[40,40,13,50.0,0.0,0.0]",497.8581755999985
1474,saturation,high,"[32,50,25,50.0,0.0,0.0]",306.410927799996
1475,saturation,high,"[32,50,26,50.0,0.0,0.0]",306.41361440000037
1476,saturation,high,"[32,50,23,50.0,0.0,0.0]",306.41636519999884
1477,saturation,high,"[32,50,17,50.0,0.0,0.0]",306.41866799999843
1478,saturation,high,"[32,50,24,50.0,0.0,0.0]",306.42257970000355
1479,saturation,high,"[32,50,15,50.0,0.0,0.0]",306.4269188000035
1480,saturation,high,"[32,50,21,50.0,0.0,0.0]",306.43201489999774
1481,saturation,high,"[32,50,16,50.0,0.0,0.0]",306.43565189999936
1482,saturation,high,"[32,50,28,50.0,0.0,0.0]",306.43875330000446
1483,saturation,high,"[32,50,30,50.0,0.0,0.0]",306.44176800000423
1484,saturation,high,"[32,50,19,50.0,0.0,0.0]",306.44375610000134
1485,saturation,high,"[40,40,34,50.0,0.0,0.0]",306.446686700001
1486,saturation,high,"[32,50,6,50.0,0.0,0.0]",306.4487063999986
1487,saturation,high,"[40,40,4,50.0,0.0,0.0]",306.45139590000326
1488,saturation,high,"[40,40,37,50.0,0.0,0.0]",306.4542889000004
1489,saturation,high,"[40,40,3,50.0,0.0,0.0]",306.45823689999816
1490,saturation,high,"[40,40,38,50.0,0.0,0.0]",306.4613931999993
1491,saturation,high,"[40,40,2,50.0,0.0,0.0]",306.46470039999986
1492,saturation,high,"[40,40,36,50.0,0.0,0.0]",306.46810909999476
1493,saturation,high,"[40,40,0,50.0,0.0,0.0]",306.4712375999952
1494,saturation,high,"[40,40,39,50.0,0.0,0.0]",306.47392630000104
1495,saturation,high,"[40,40,1,50.0,0.0,0.0]",306.47727940000186
1496,saturation,high,"[40,40,35,50.0,0.0,0.0]",306.47896140000375
1497,saturation,high,"[32,50,8,50.0,0.0,0.0]",306.48015719999967
1498,saturation,high,"[32,50,10,50.0,0.0,0.0]",306.48183679999784
1499,saturation,high,"[40,40,23,50.0,0.0,0.0]",306.48392800000147
1500,saturation,high,"[40,40,24,50.0,0.0,0.0]",306.485780899995
1501,saturation,high,"[40,40,25,50.0,0.0,0.0]",306.48894989999826
1502,saturation,high,"[40,40,26,50.0,0.0,0.0]",306.4907477000015
1503,saturation,high,"[40,40,27,50.0,0.0,0.0]",306.4938703000007
1504,saturation,high,"[32,50,12,50.0,0.0,0.0]",306.497953099999
1505,saturation,high,"[40,40,28,50.0,0.0,0.0]",306.5007861999984
1506,saturation,high,"[32,50,14,50.0,0.0,0.0]",306.5034827999989
1507,saturation,high,"[40,40,29,50.0,0.0,0.0]",306.5060785999958
1508,saturation,high,"[50,32,5,50.0,0.0,0.0]",306.5074922999993
1509,saturation,high,"[40,40,30,50.0,0.0,0.0]",306.5089033999975
1510,saturation,high,"[40,40,31,50.0,0.0,0.0]",306.5105801999962
1511,saturation,high,"[40,40,32,50.0,0.0,0.0]",306.5129733000067
1512,saturation,high,"[40,40,33,50.0,0.0,0.0]",306.51581690000603
1513,saturation,high,"[50,32,3,50.0,0.0,0.0]",306.51810280000063
1514,saturation,low,"[27,60,0,50.0,0.0,0.0]",313.68252080000093
1515,saturation,low,"[27,60,1,50.0,0.0,0.0]",313.6856819999957
1516,saturation,low,"[27,60,2,50.0,0.0,0.0]",313.68892269999924
1517,saturation,low,"[27,60,3,50.0,0.0,0.0]",313.69341359999817
1518,saturation,low,"[27,60,4,50.0,0.0,0.0]",313.6964638999998
1519,saturation,low,"[27,60,5,50.0,0.0,0.0]",313.6992731999999
1520,saturation,low,"[27,60,6,50.0,0.0,0.0]",313.70259069999884
1521,saturation,low,"[27,60,7,50.0,0.0,0.0]",313.70493559999886
1522,saturation,low,"[27,60,8,50.0,0.0,0.0]",313.70694860000367
1523,saturation,low,"[27,60,9,50.0,0.0,0.0]",313.7092894000016
1524,saturation,low,"[27,60,10,50.0,0.0,0.0]",313.7116918000029
1525,saturation,low,"[27,60,11,50.0,0.0,0.0]",313.71432220000133
1526,saturation,low,"[27,60,12,50.0,0.0,0.0]",313.7179241999984
1527,saturation,low,"[27,60,13,50.0,0.0,0.0]",313.72149550000177
1528,saturation,low,"[27,60,14,50.0,0.0,0.0]",313.7245371999961
1529,saturation,low,"[27,60,15,50.0,0.0,0.0]",313.7276731999955
1530,saturation,low,"[27,60,16,50.0,0.0,0.0]",313.7307690999951
1531,saturation,low,"[27,60,17,50.0,0.0,0.0]",313.73430910000025
1532,saturation,low,"[27,60,18,50.0,0.0,0.0]",313.73805110000103
1533,saturation,low,"[27,60,19,50.0,0.0,0.0]",313.740544100001
1534,saturation,low,"[27,60,20,50.0,0.0,0.0]",313.74213540000346
1535,saturation,low,"[27,60,21,50.0,0.0,0.0]",313.7438373999976
1536,saturation,low,"[27,60,22,50.0,0.0,0.0]",313.7455435000011
1537,saturation,low,"[27,60,23,50.0,0.0,0.0]",313.74777970000287
1538,saturation,low,"[27,60,24,50.0,0.0,0.0]",313.749278700001
1539,saturation,low,"[27,60,25,50.0,0.0,0.0]",313.75111019999895
1540,saturation,low,"[27,60,26,50.0,0.0,0.0]",313.7548717999962
1541,saturation,low,"[30,54,0,50.0,0.0,0.0]",313.7572568999967
1542,saturation,low,"[30,54,1,50.0,0.0,0.0]",313.76022889999876
1543,saturation,low,"[30,54,2,50.0,0.0,0.0]",313.76326799999515
1544,saturation,low,"[30,54,3,50.0,0.0,0.0]",313.76444459999766
1545,saturation,low,"[30,54,4,50.0,0.0,0.0]",313.76578139999765
1546,saturation,low,"[30,54,5,50.0,0.0,0.0]",313.7669209000014
1547,saturation,low,"[30,54,6,50.0,0.0,0.0]",313.7686157999997
1548,saturation,low,"[30,54,7,50.0,0.0,0.0]",313.7711358000015
1549,saturation,low,"[30,54,8,50.0,0.0,0.0]",313.773002599999
1550,saturation,low,"[30,54,9,50.0,0.0,0.0]",313.7751203000007
1551,saturation,low,"[30,54,10,50.0,0.0,0.0]",313.77787340000214
1552,saturation,low,"[30,54,11,50.0,0.0,0.0]",313.7816487000018
1553,saturation,low,"[30,54,12,50.0,0.0,0.0]",313.7839909999966
1554,saturation,low,"[30,54,13,50.0,0.0,0.0]",313.7868563000011
1555,saturation,low,"[30,54,14,50.0,0.0,0.0]",313.7891538999975
1556,saturation,low,"[30,54,15,50.0,0.0,0.0]",313.7900614999962
1557,saturation,low,"[30,54,16,50.0,0.0,0.0]",313.7912271000023
1558,saturation,low,"[30,54,17,50.0,0.0,0.0]",313.79269419999764
1559,saturation,low,"[30,54,18,50.0,0.0,0.0]",313.79420769999706
1560,saturation,low,"[30,54,19,50.0,0.0,0.0]",313.7959494999959
1561,saturation,low,"[30,54,20,50.0,0.0,0.0]",313.7978837999981
1562,saturation,low,"[30,54,21,50.0,0.0,0.0]",313.7997733000011
1563,saturation,low,"[30,54,22,50.0,0.0,0.0]",313.8023929999981
1564,saturation,low,"[30,54,23,50.0,0.0,0.0]",313.8059532999978
1565,saturation,low,"[30,54,24,50.0,0.0,0.0]",313.808858999997
1566,saturation,low,"[30,54,25,50.0,0.0,0.0]",313.81124800000543
1567,saturation,low,"[30,54,26,50.0,0.0,0.0]",313.81411880000087
1568,saturation,low,"[30,54,27,50.0,0.0,0.0]",313.81507430000056
1569,saturation,low,"[30,54,28,50.0,0.0,0.0]",313.81624880000163
1570,saturation,low,"[30,54,29,50.0,0.0,0.0]",313.817721899999
1571,saturation,low,"[36,45,0,50.0,0.0,0.0]",313.81961740000406
